id,timestamp,avg_co2,avg_pm25,avg_formaldehyde,avg_temperature,avg_humidity
1,2024/7/30 8:14,872.168,64.472,0.12,23.012,34.332
2,2024/7/30 8:15,699.358,83.2367,0.108333,20.77,53.3733
3,2024/7/30 8:16,618.637,98.0483,0.0866667,21.13,57.035
4,2024/7/30 8:17,685.967,79.46,0.106667,22.95,46.5917
5,2024/7/30 8:18,593.165,95.7,0.1025,24.1475,35.695
6,2024/7/30 8:19,607.683,53.51,0.0933333,21.8183,58.53
7,2024/7/30 8:20,643.838,120.09,0.101667,22.5917,37.9267
8,2024/7/30 8:21,784.792,78.7217,0.0916667,24.4633,49.04
9,2024/7/30 8:22,713.6,95.3033,0.111667,21.1167,53.465
10,2024/7/30 8:23,695.647,105.308,0.126667,21.3833,50.1867
11,2024/7/30 8:24,793.68,80.9183,0.106667,22.5117,50.7017
12,2024/7/30 8:25,662.402,73.9133,0.103333,22.2283,55.0167
13,2024/7/30 8:26,785.845,70.4583,0.121667,23.5767,50.5433
14,2024/7/30 8:27,640.618,84.2667,0.143333,23.1667,55.7333
15,2024/7/30 8:28,637.965,61.2183,0.0866667,21.4917,49.8767
16,2024/7/30 8:29,647.008,107.9,0.095,23.0517,55.8617
17,2024/7/30 8:30,475.438,92.025,0.106667,22.51,47.5717
18,2024/7/30 8:31,667.168,66.065,0.121667,20.705,40.2117
19,2024/7/30 8:32,584.367,48.3067,0.118333,23.51,43.5983
20,2024/7/30 8:33,785.867,79.33,0.0733333,22.435,39.275
21,2024/7/30 8:34,545.472,83.2,0.151667,23.8017,60.91
22,2024/7/30 8:35,764.227,85.0983,0.121667,21.095,55.9233
23,2024/7/30 8:36,771.245,56.6983,0.148333,23.7017,49.0383
24,2024/7/30 8:37,774.46,85.2983,0.0816667,23.2317,57.6933
25,2024/7/30 8:38,758.887,74.0017,0.09,18.8867,57.3533
26,2024/7/30 8:39,674.222,58.9033,0.06,19.6433,40.3533
27,2024/7/30 8:40,613.428,59.3883,0.09,23.415,60.9833
28,2024/7/30 8:41,624.41,57.9317,0.08,23.3217,59.9483
29,2024/7/30 8:42,616.062,99.0733,0.113333,22.1567,36.6283
30,2024/7/30 8:43,696.662,69.9083,0.118333,24.975,45.8333
31,2024/7/30 8:44,675.24,65.94,0.09,21.3783,37.96
32,2024/7/30 8:45,676.765,73.3033,0.0766667,18.9583,51.2883
33,2024/7/30 8:46,595.562,76.7333,0.095,20.535,45.2783
34,2024/7/30 8:47,551.763,72.1333,0.141667,21.615,56.8133
35,2024/7/30 8:48,673.448,73.2217,0.08,23.065,58.2667
36,2024/7/30 8:49,676.663,82.9367,0.0866667,20.7783,50.0467
37,2024/7/30 8:50,670.053,87.53,0.0966667,20.5883,61.9167
38,2024/7/30 8:51,766.997,97.5417,0.0816667,22.845,49.7133
39,2024/7/30 8:52,721.957,83.6517,0.0683333,22.6517,49.9667
40,2024/7/30 8:53,479.645,39.4433,0.116667,22.3033,55.6033
41,2024/7/30 8:54,609.18,81.3433,0.113333,21.4633,39.5133
42,2024/7/30 8:55,510.237,70.0583,0.0733333,23.0733,51.2883
43,2024/7/30 8:56,653.642,69.678,0.1,24.428,46.636
44,2024/7/30 8:57,706.39,84.355,0.106667,21.5717,51.2367
45,2024/7/30 8:58,530.952,116.495,0.09,24.62,44.7483
46,2024/7/30 8:59,777.305,101.443,0.13,22.1267,65.5017
47,2024/7/30 9:00,658.618,59.0783,0.121667,20.92,38.055
48,2024/7/30 9:01,735.627,73.4967,0.106667,22.2567,58.1217
49,2024/7/30 9:02,550.457,109.16,0.055,22.625,43.465
50,2024/7/30 9:03,507.428,108.287,0.133333,21.4317,45.11
51,2024/7/30 9:04,739.862,103.625,0.09,23.4467,50.175
52,2024/7/30 9:05,677.695,70.135,0.115,18.3017,60.6617
53,2024/7/30 9:06,823.292,104.09,0.0866667,20.3067,41.6117
54,2024/7/30 9:07,715.338,112.682,0.1,25.3283,47.7617
55,2024/7/30 9:08,678.508,69.5067,0.085,24.41,61.51
56,2024/7/30 9:09,460.09,59.1367,0.0766667,25.695,40.4617
57,2024/7/30 9:10,534.645,86.0967,0.13,22.53,52.8467
58,2024/7/30 9:11,650.225,73.18,0.153333,26.66,48.2883
59,2024/7/30 9:12,594.812,64.535,0.103333,23.8317,46.1
60,2024/7/30 9:13,798.443,92.355,0.0983333,22.9233,54.6733
61,2024/7/30 9:14,640.725,64.27,0.0983333,22.5733,49.62
62,2024/7/30 9:15,581.017,75.0067,0.0966667,23.4967,47.415
63,2024/7/30 9:16,688.945,96.1167,0.116667,23.815,53.0733
64,2024/7/30 9:17,625.835,76.8617,0.0666667,23.6017,47.1917
65,2024/7/30 9:18,713.017,74.6317,0.055,19.89,62.9567
66,2024/7/30 9:19,722.292,85.95,0.105,24.4867,36.735
67,2024/7/30 9:20,662.657,41.0767,0.113333,22.0983,44.015
68,2024/7/30 9:21,643.635,69.775,0.118333,21.3217,41.375
69,2024/7/30 9:22,765.098,64.6133,0.1,23.1683,62.655
70,2024/7/30 9:23,528.317,81.4533,0.133333,22.7183,48.9267
71,2024/7/30 9:24,565.452,36.8783,0.103333,22.6367,41.7267
72,2024/7/30 9:25,636.088,59.4167,0.105,21.5617,45.915
73,2024/7/30 9:26,634.465,67.4817,0.075,21,57.1583
74,2024/7/30 9:27,597.832,79.045,0.111667,20.575,59.4333
75,2024/7/30 9:28,787.057,60.665,0.0916667,25.535,53.88
76,2024/7/30 9:29,689.567,97.76,0.08,25.9383,61.6183
77,2024/7/30 9:30,677.268,109.96,0.113333,24.9383,47.85
78,2024/7/30 9:31,697.585,95.6217,0.1,21.2717,53.81
79,2024/7/30 9:32,544.64,88.9617,0.125,19.9517,40.515
80,2024/7/30 9:33,454.925,89.115,0.095,21.2833,57.2083
81,2024/7/30 9:34,598.48,77.74,0.0666667,23.0667,49.7233
82,2024/7/30 9:35,662.908,52.855,0.0966667,20.4017,52.3367
83,2024/7/30 9:36,636.61,78.56,0.095,20.2367,45.5333
84,2024/7/30 9:37,547.232,76.085,0.123333,24.0383,56.385
85,2024/7/30 9:38,676.943,56.8383,0.101667,23.0917,52.3017
86,2024/7/30 9:39,748.662,87.8667,0.08,20.9067,55.1633
87,2024/7/30 9:40,686.68,77.7417,0.0983333,23.3217,40.6017
88,2024/7/30 9:41,716.68,102.938,0.151667,20.01,44.8983
89,2024/7/30 9:42,542.753,82.28,0.13,18.8567,37.68
90,2024/7/30 9:43,631.162,61.64,0.085,20.4917,48.9383
91,2024/7/30 9:44,700.768,71.125,0.075,19.8717,50.2317
92,2024/7/30 9:45,662.04,66.5417,0.0716667,22.735,57.115
93,2024/7/30 9:46,644.075,93.0583,0.13,24.2617,56.8817
94,2024/7/30 9:47,695.855,65.015,0.07,24.0883,49.8333
95,2024/7/30 9:48,654.738,67.8133,0.095,22.6883,52.7683
96,2024/7/30 9:49,849.753,62.13,0.12,23.9033,41.1033
97,2024/7/30 10:19,685.638,85.6267,0.115,25.3283,40.5383
98,2024/7/30 10:20,558.638,66.7333,0.148333,22.615,49.07
99,2024/7/30 10:21,691.028,99.515,0.09,20.81,46.2917
100,2024/7/30 10:22,547.042,67.415,0.09,21.5217,49.7067
101,2024/7/30 10:23,619.292,99.09,0.07,22.7017,48.8283
102,2024/7/30 10:24,790.722,88.78,0.11,24.5867,46.7617
103,2024/7/30 10:25,591.943,80.05,0.0916667,20.0083,43.86
104,2024/7/30 10:26,692.682,75.6733,0.118333,25.805,43.4233
105,2024/7/30 10:27,686.018,52.5083,0.106667,25.0683,46.9033
106,2024/7/30 10:28,705.395,89.7017,0.0866667,21.1633,59.385
107,2024/7/30 10:29,544.217,72.0567,0.0933333,21.775,56.09
108,2024/7/30 10:30,573.833,76.015,0.0866667,19.1717,50.9417
109,2024/7/30 10:31,657.377,126.413,0.0633333,25.7333,40.6417
110,2024/7/30 10:32,629.638,63.655,0.105,23.0283,50.2333
111,2024/7/30 10:33,716.163,95.4833,0.11,23.8817,46.235
112,2024/7/30 10:34,644.835,106.508,0.135,22.8083,60.58
113,2024/7/30 10:35,646.122,72.335,0.125,25.2067,48.68
114,2024/7/30 10:36,541.288,88.3367,0.11,23.9183,44.3267
115,2024/7/30 10:37,737.52,80.4933,0.0966667,24.4117,42.8383
116,2024/7/30 10:38,593.625,106.263,0.121667,22.9417,42.6967
117,2024/7/30 10:39,792.897,81.2683,0.121667,23.4917,46.2017
118,2024/7/30 10:40,656.168,60.4967,0.123333,20.695,52.645
119,2024/7/30 10:41,553.158,70.675,0.0983333,21.7083,49.7
120,2024/7/30 10:42,642.77,80.0067,0.0883333,21.7433,43.255
121,2024/7/30 10:43,709.008,89.435,0.13,23.0817,41.35
122,2024/7/30 10:44,675.567,70.0733,0.0933333,23.565,49.4267
123,2024/7/30 10:45,744.33,57.5317,0.103333,24.8917,45.135
124,2024/7/30 10:46,690.22,81.8233,0.0633333,21.4967,40.5033
125,2024/7/30 10:47,504.445,96.8067,0.085,20.42,57.835
126,2024/7/30 10:48,729.617,100.652,0.118333,22.9883,35.8367
127,2024/7/30 10:49,867.65,62.9967,0.09,17.6933,50.4967
128,2024/7/30 10:50,636.717,75.01,0.106667,22.2083,61.475
129,2024/7/30 10:51,590.825,98.1417,0.0883333,22.915,38.9133
130,2024/7/30 10:52,624.662,84.7583,0.0733333,22.725,42.6
131,2024/7/30 10:53,627.652,99.9933,0.0683333,20.935,49.535
132,2024/7/30 10:54,758.622,61.775,0.116667,20.05,57.2383
133,2024/7/30 10:55,548.698,67.5233,0.116667,19.78,64.1167
134,2024/7/30 10:56,693.662,87.0567,0.0616667,24.195,50.6833
135,2024/7/30 10:57,760.385,89.5817,0.0916667,21.8183,42.9633
136,2024/7/30 10:58,610.75,108.225,0.115,21.1433,59.245
137,2024/7/30 10:59,592.45,50.2617,0.0916667,23.8283,42.67
138,2024/7/30 11:00,552.62,98.08,0.118333,23.845,49.0067
139,2024/7/30 11:01,687.782,88.8967,0.11,22.3983,47.02
140,2024/7/30 11:02,634.085,60.395,0.14,23.28,57.445
141,2024/7/30 11:03,613.393,67.03,0.113333,25.685,68.5183
142,2024/7/30 11:04,484.923,66.1217,0.13,24.8033,48.055
143,2024/7/30 11:05,741.037,100.105,0.101667,21.775,46.4133
144,2024/7/30 11:06,682.692,61.3917,0.0833333,24.43,47.0817
145,2024/7/30 11:07,731.257,84.1583,0.113333,20.795,50.6667
146,2024/7/30 11:08,690.477,58.7733,0.103333,24.0083,46.315
147,2024/7/30 11:09,702.045,62.055,0.0883333,24.17,47.7033
148,2024/7/30 11:10,633.625,89.8183,0.085,20.5817,57.3533
149,2024/7/30 11:11,830.582,91.824,0.094,22.842,48.8
150,2024/7/30 11:12,539.787,91.2233,0.14,23.7083,53.2633
151,2024/7/30 11:13,635.748,81.67,0.0983333,22.2933,48.1033
152,2024/7/30 11:14,654.425,94.3683,0.106667,25.7733,33.145
153,2024/7/30 11:15,577.942,60.0267,0.113333,23.8617,44.3333
154,2024/7/30 11:16,532.087,84.8783,0.0933333,23.9267,44.335
155,2024/7/30 11:17,756.435,77.9467,0.0516667,22.425,56.235
156,2024/7/30 11:18,674.112,53.6717,0.0983333,24.4333,45.745
157,2024/7/30 11:19,630.093,106.212,0.08,21.665,63.5317
